"(Intercept) Estimate"	"(Intercept) Std. Error"	"(Intercept) t value"	"(Intercept) Pr(>|t|)"	"model.TISSUEleaf_like Estimate"	"model.TISSUEleaf_like Std. Error"	"model.TISSUEleaf_like t value"	"model.TISSUEleaf_like Pr(>|t|)"	"model.HOSTduckweed Estimate"	"model.HOSTduckweed Std. Error"	"model.HOSTduckweed t value"	"model.HOSTduckweed Pr(>|t|)"	"model.HOSTrice Estimate"	"model.HOSTrice Std. Error"	"model.HOSTrice t value"	"model.HOSTrice Pr(>|t|)"	"(Intercept) Pr(>|t|).BH"	"model.TISSUEleaf_like Pr(>|t|).BH"	"model.HOSTduckweed Pr(>|t|).BH"	"model.HOSTrice Pr(>|t|).BH"
"Chromobacterium"	-0.956146176108048	0.587735635342025	-1.61829390593678	0.182504099134669	-0.198509023836963	0.796831287125269	-0.24971408705799	0.581485029675312	1.81580210394376	0.954517761429648	1.90430047741215	0.109596360802973	0.877059206135796	0.653627836669811	1.34354088349228	0.244496263066261	0.990654093038643	1	0.989328177798431	0.99882221518524
"Chroococcidiopsis"	-1.21172385977729	0.433799813895397	-2.78804293243421	0.0393110412446459	0.492030731188867	0.58813051868093	0.841161934913009	0.391813562014792	-0.225793317314444	0.704516796955947	-0.327337685781294	0.519099448014728	-0.492734815806022	0.482433966657833	-1.0246585507054	0.36139161647293	0.716064521460123	0.993445910811742	1	0.990981825989073
"Chryseobacterium"	1.05408532957485	0.645973933957214	1.6400551345823	0.147867090823278	5.88611854708636	0.875788722500992	6.72912101946742	1.2912351280237e-09	-3.24624907489221	1.04910023538717	-3.09515005114315	0.00422206852720736	1.04252581168611	0.718395345811952	1.45488693691891	0.191428501720861	1	6.79724376102877e-07	0.729217233934014	1
"Chthoniobacter"	-0.104864749880565	0.51568832988852	-0.182904894191783	0.554615798417069	-2.96225077095002	0.699152086331166	-4.24859486844079	0.000670546139544157	3.09522650663155	0.837508635926313	3.70291855422032	0.0066266726628571	4.84730320543121	0.57350316569583	8.46967751626772	2.18765128473425e-11	0.994945589871028	0.154279241228017	0.338981728175025	1.08855071108359e-08
"Citrobacter"	-1.13095357796979	0.437765605840912	-2.5782284847966	0.0485421789654282	0.234369645415446	0.593507199811686	0.405742631192775	0.479758517952621	0.0461441072472413	0.710957479845503	0.054775437150852	0.485383829595615	-0.296178515957145	0.486844371360487	-0.610902235549797	0.441847024705183	0.765822702079351	0.994739139827151	0.994618116753239	1
"Cloacibacterium"	-0.666942446943522	0.522293438403079	-1.27220335561829	0.297770741478112	0.598732271591457	0.708107059966881	0.850203782729997	0.416171807736311	-0.289106585102721	0.848235726499353	-0.341689827526454	0.583168147446085	0.630612950516641	0.58084878595387	1.0924497279225	0.361175723552417	0.995344748228809	1	1	1
"Clostridium"	6.95247222253009	0.524112791507091	13.2950959385227	1.19912035327629e-26	-4.19127129935744	0.710573674867238	-5.90300220306929	3.03185429646694e-07	-2.2373257518674	0.851190464561273	-2.63508733420116	0.026901447361589	-0.526377056641812	0.582872110322865	-0.904342916378238	0.399137069531149	6.44563663100984e-24	0.000153651984098392	0.89346469809114	1
"Cohnella"	-0.00655611770518513	0.451285203437128	0.0203034368281437	0.531120044530503	1.02963129215352	0.61183659436633	1.67521439949897	0.196396917068766	-1.93835553330689	0.732914113503524	-2.6483915656916	0.047896119436326	-1.697719733274	0.501879677709265	-3.41455579672702	0.0154945438898391	1	0.965742735533458	0.806954314211024	0.482848094273462
"Collimonas"	-1.23742729808697	0.447485200832333	-2.75903262423722	0.0405839922144034	0.48597667177532	0.606684684588227	0.804030414434083	0.396210704324922	0.361630096847499	0.726742682401436	0.498621205691946	0.497886284263396	-0.50544182437578	0.497653649317322	-1.02063570615	0.333048817574145	0.739227768124643	0.998560757658842	1	0.997367808191781
"Comamonas"	-0.783674173740147	0.597189620714007	-1.3089887738242	0.270150545488259	1.29730002353981	0.809648667728772	1.60469113069404	0.182549833346446	2.83958423172845	0.969871598105898	2.93258244777264	0.0128473139418179	-0.378708921571576	0.664141726988885	-0.569988805473834	0.512733192249695	1	0.997431497463481	0.721187686952402	1
"Conexibacter"	-0.794274570729388	0.447519662378587	-1.76041911415288	0.182417102559925	0.153929571825443	0.606731406339651	0.249089652674148	0.492539690805947	-0.26427611461426	0.726798650010012	-0.363961085729727	0.514802159814695	-0.647786847707315	0.497691974415499	-1.30692034385878	0.285767277822662	0.939400982153306	1	1	0.991974410460908
"Congregibacter"	-1.20179403181865	0.438106363189071	-2.73961700171206	0.0390931927809882	0.434632553795255	0.593969186630255	0.731997373620584	0.427880074081158	-0.153935876791744	0.711510890123181	-0.213532970929796	0.546410880287725	-0.286404483994781	0.487223331687058	-0.588267974955336	0.46746839153348	0.751531053017699	1	1	0.994445378841102
"Coprococcus"	1.63419689737664	0.562210976045861	2.9206417991234	0.0149107036271572	-1.9983791610544	0.762225852475113	-2.63175830474615	0.0302520661857849	-0.0932276850195968	0.913064190831617	-0.0982869175332066	0.627541625836546	1.48428639015771	0.625241557475123	2.37764244979656	0.0408880097643931	0.741967458780601	0.847725824360325	1	0.923864138658383
"Coraliomargarita"	-1.21187499501143	0.43450987596803	-2.79611672039292	0.037053936334007	0.353215446416143	0.589093195846058	0.611371638824171	0.450939365437784	-0.0770744255922891	0.705669980154805	-0.109911653235998	0.501817693659059	-0.237783815029761	0.483223635189956	-0.485794791618786	0.476792324509844	0.74979107388161	0.99581029685018	1	1
"Corynebacterium"	0.801161134586584	0.525800465492803	1.53851808590109	0.209234704656998	3.89351531052942	0.71286176385388	5.46757248142691	4.11724820386749e-06	-2.79202482169831	0.853931347873423	-3.27232961895044	0.00461374446691448	-1.96461837677789	0.584748992767883	-3.36813878490146	0.00579683857674367	0.987022797777122	0.00201563756387459	0.586347422972412	0.503002416011328
"Couchioplanes"	-1.10313768932682	0.452374495085895	-2.43062279924433	0.0743368978307613	0.141093874658076	0.613313417642558	0.229848607978489	0.561644382865372	0.136560741765875	0.734683188175201	0.186734027408929	0.548339513041828	0.0686528849721391	0.503091091993294	0.135935179283266	0.522655413466675	0.82769729483839	1	1	1
"Crenothrix"	-0.167265790921203	0.523387065090426	-0.309747726621638	0.540950186839643	-2.75219378229719	0.709589760535831	-3.89055697150738	0.00152796852107548	3.47917378343047	0.850011841532499	4.10591129997542	0.00115506033176674	4.76131719726038	0.582065021286206	8.20004769224729	7.02402025424703e-11	1	0.278308899674607	0.194952184250361	3.46997942890249e-08
"Crocinitomix"	-0.988333273899722	0.470071664922623	-2.09495948211783	0.113382806153821	-0.207060006354085	0.637306617597617	-0.331300899241809	0.53805080340796	0.269214690228458	0.763424448565791	0.364032920721779	0.503696326401341	0.684197554018638	0.522772326446311	1.31278947988972	0.297377655280745	0.913988678356943	1	1	0.990631386883772
"Cryocola"	-0.355416581056123	0.463686882392077	-0.749747690697723	0.412771420835947	-0.0699745424820305	0.628650354175935	-0.116170324515192	0.526024747218067	-0.0554407176954392	0.75305518054493	-0.0756765006420879	0.518791016083958	-1.25553162416062	0.515671733352921	-2.44829094107431	0.068265033773187	0.997528046263618	1	0.999438638135736	0.826127291966224
"Cryptosporangium"	-1.00450672801371	0.441157961629151	-2.265540885624	0.106212471635793	0.770745858527655	0.598106436384361	1.29119179974362	0.29371524837048	-0.667954196603854	0.716466868179729	-0.935917252015451	0.38860633483784	-0.684562468592034	0.490617050847227	-1.40695323770927	0.273604383217978	0.857955990406859	1	0.991924233105105	0.974108867643801
"Cupriavidus"	2.46466108293262	0.538215057600587	4.59725001668298	0.000226398435610807	-0.472440606337867	0.729693030861577	-0.65641238059154	0.502538125496056	-1.81042068299399	0.874093386645987	-2.06815024933086	0.0910655238836112	-3.8418803828619	0.598555409283407	-6.43058953168888	7.95373839477144e-07	0.0458472534108366	1	0.952718690964469	0.00036118633685279
"Curtobacterium"	-1.46354577714087	0.505598873736469	-2.8939715424609	0.0212941904805397	4.98863008309194	0.685473156811511	7.30517686249603	8.04007008317312e-09	-4.34339519852439	0.821122756763662	-5.30747369091402	2.17704056414447e-05	0.290842298831999	0.562282560714132	0.519573686789182	0.484070294985179	0.708197680858336	4.18536446514985e-06	0.0105084896579017	1
"Curvibacter"	-1.19463893134652	0.51935311853148	-2.29625364989259	0.0739896330514826	0.308434713581499	0.70412067777911	0.436794852011493	0.517757949485409	1.96021341932696	0.843460471481691	2.33548247373027	0.0641069301958763	-0.0616565052828479	0.577578821021981	-0.105444026495887	0.582472181332351	0.888566456592654	1	0.906542229292885	1
"Cyanophora"	-1.21580879956856	0.432259948483752	-2.80120343076516	0.0419996715158239	0.392169326004413	0.586042823356405	0.671040666095429	0.431627896914773	-0.116357220656122	0.702015963592712	-0.172386660576392	0.501755593098428	-0.381933293940385	0.480721463897659	-0.805137710421243	0.429038196905182	0.712606410745557	1	1	0.982308936075837
"Cylindrospermopsis"	-0.66457944667036	0.533352403724574	-1.23632521041981	0.297449264515855	-1.35159424171796	0.723100415893433	-1.88047286080199	0.140247448266721	1.15455523622287	0.866196146435876	1.34123321073046	0.270191474380853	2.33896475767898	0.593147593690259	3.95347564167832	0.00112534917474885	0.996403372027834	0.960288406760108	0.983441207497545	0.207468739058918
"Cystobacter"	-1.27389233735119	0.436719562662114	-2.90522211674962	0.0386218626016119	0.360421969445242	0.592089011288771	0.619615242372467	0.435424765172884	0.0818399883478985	0.709258643271124	0.102839171168789	0.504991293892399	-0.267129977727812	0.485681054217699	-0.559832375296752	0.484972656885992	0.63335333627346	1	1	0.995214605250428
"Cytophaga"	-0.914160161678209	0.520136375875633	-1.74895871940698	0.18017075224601	0.138170285045814	0.705182590517017	0.195575908494093	0.57304879772985	1.65293554659154	0.84473252817148	1.96487386944857	0.11096790024658	0.435970241643279	0.578449890891883	0.753354287879454	0.45862164663431	0.962330701059746	1	0.954097388406805	1
"DA101"	0.397562913741345	0.544151058189699	0.741250842968986	0.461829669530029	-3.59235874129783	0.737740851523405	-4.87898148645639	7.8786307863133e-05	2.96761994986056	0.883733806000289	3.36447909545268	0.00587205842432413	6.23370199318459	0.605156906606731	10.3270020933497	1.12041756259915e-16	1	0.0342565191441961	0.506894636488382	5.85631988769733e-14
"DCE29"	-1.09941131728173	0.463463142713467	-2.37066297648767	0.0676654387003949	0.00577679768996291	0.628347015794924	0.0155104304631506	0.566054547965883	0.267132391822026	0.752691813948918	0.352045461236783	0.458686987622454	0.104313756032707	0.515422909777639	0.210567607332559	0.507002787660838	0.872609149144779	1	1	1
"Dactylosporangium"	-0.285201088602002	0.562052454663344	-0.495369349741734	0.568894469836524	-2.12290893189592	0.762010934764374	-2.79668388848154	0.0262131776919229	1.47008663131403	0.912806742642194	1.61470515756813	0.196856830022789	3.77340472032715	0.625065263947745	6.05025162940706	2.6641961301376e-07	1	0.75796574191782	0.965269395372026	0.000125488820551575
"Dechloromonas"	0.90705139373318	0.496550682959656	1.84255838686894	0.167762746470953	-5.21844199402659	0.673205938236876	-7.76439220195585	1.66900970950925e-09	6.5192109299328	0.806427954737159	8.09982607858714	2.45149283764002e-11	9.07191555681598	0.552219959422682	16.4664276948362	1.78191892229536e-36	0.940746623582543	8.73695301620894e-07	1.32764606922624e-08	9.97925063646212e-34
"Deefgea"	-0.997179697535755	0.437893812816784	-2.26589864551329	0.0987089108149476	1.11700024459417	0.593681018316912	1.88915163413151	0.162525930745926	-1.00671845790046	0.711165695628672	-1.42706057250125	0.232359814328177	-0.789266015217203	0.4869869518733	-1.63186751275129	0.222800052028036	0.866475458739775	0.931446061759725	0.994279206952357	0.956975006390146
"Dehalobacter_Syntrophobotulus"	-1.2204841091296	0.443671307133911	-2.73502199378983	0.0481114605470571	0.236721373339484	0.601513941754327	0.394514289025539	0.52417368693329	0.113420801369396	0.720548691333955	0.15148549735692	0.526345149391481	-0.119923419510447	0.493412172473848	-0.251685992746152	0.484919887076394	0.739168253302777	1	1	0.992346731216562
"Dehalobacterium"	-1.01145244878021	0.479625267615243	-2.10458397345762	0.114342057805514	-0.330319921985624	0.650259055858083	-0.504806373412073	0.484380002048788	0.471788239750331	0.778940069718217	0.601684311447246	0.459025569411781	0.766819211004981	0.533397002380322	1.44347746749019	0.257334475454869	0.910465758555491	1	1	0.984025573463208
"Deinococcus"	1.07591771705742	0.602999584002598	1.79150134783251	0.133576976603857	7.22138989682903	0.817525611454848	8.85352865171693	1.52158473510525e-12	-8.49603926093151	0.979307325359337	-8.69670153267017	6.45298244325173e-13	-1.64903556522654	0.670603056721329	-2.45983880783846	0.03862355021651	0.997346322620027	8.19023971843674e-10	3.54287190428427e-10	0.910119633711994
"Delftia"	-0.260760129227768	0.480941267682084	-0.526795190919922	0.515588021211844	0.334127227079032	0.652043242427794	0.508019453149943	0.49512766145193	0.153085645410881	0.781077332396039	0.199889316827636	0.583128583771644	-1.40876338109124	0.534860541810335	-2.64546789576387	0.052291937241719	1	1	1	0.774394866577373
"Demequina"	-0.900165092678521	0.482020605183118	-1.8609632866634	0.140114745279844	-0.11024671567192	0.653506570220895	-0.166207880620355	0.523065946624145	0.25509340371089	0.782830240937503	0.323065114098248	0.51319819247996	0.752267637454371	0.536060885967495	1.4087758088063	0.244974735687149	0.97051287722881	1	1	0.985542977800098
"Dermacoccus"	-1.25072043217786	0.444412094302439	-2.813411811537	0.0295398649609366	0.433105595306401	0.602518274922998	0.71642258210745	0.439011742017053	0.751386506484538	0.721751773922928	1.04926385915222	0.350955392384736	-0.432776264942929	0.494236010752967	-0.872780358517924	0.365625247761068	0.750826066551636	1	0.982330151251527	0.995436528489826
"Desulfarculus"	-1.11160485073861	0.467355567317247	-2.37049450039964	0.0679230812543768	-0.0455014813861303	0.633624228066156	-0.069385779071828	0.516513511059662	0.278297890648801	0.759013343895236	0.363712107734622	0.503662349391404	0.358507223395156	0.519751721781165	0.692340914429251	0.464326737261992	0.835616290826129	0.995318936142208	0.998844672120947	0.99772596283847
"Desulfobacca"	-1.17626580596951	0.461606096712021	-2.53670916403505	0.0620213183733207	0.217277434609412	0.625829298190949	0.345843242896393	0.498935365636574	0.303342228193705	0.749675860371182	0.406606054258794	0.50339658481307	0.0163266508588699	0.513357666686133	0.028235637312445	0.519718349590029	0.783690884116026	1	1	0.99802452639107
"Desulfobulbus"	-0.196699140197278	0.537658349926486	-0.355993177865496	0.547655992427075	-2.79060628822024	0.728938266192172	-3.84050983003684	0.00180896612538637	2.1800748788706	0.873189260146077	2.50480428314335	0.0483993405292261	4.54595460576361	0.597936288013913	7.6229519858742	5.72570669731649e-09	1	0.303866752824934	0.846394253106525	2.75996438305823e-06
"Desulfococcus"	-0.100561708284638	0.46091970687943	-0.210007895875916	0.531138465663738	-2.81070808779878	0.62489871501565	-4.51158977390103	0.00054215424489917	2.19690031654916	0.748561122303459	2.95171658511941	0.0254759256531413	4.90524551595394	0.512594324335575	9.60311745984147	5.46017029533748e-15	1	0.110737920649505	0.65736548684662	2.83129506351143e-12
"Desulfomicrobium"	-0.902595400309725	0.505128827049347	-1.78527400319309	0.150230405824001	-0.640340521951844	0.684835884057937	-0.938246851484026	0.395833748950407	0.637804116642157	0.820359372880536	0.780541539128396	0.429334885696522	1.26502774320811	0.561759816165797	2.26409783958624	0.0808116450884415	0.962042349380817	1	1	0.881240080381875
"Desulfomonile"	-0.93138448444095	0.510024604836751	-1.82004472033052	0.144075022695483	-0.590209151000086	0.691473407259243	-0.858590277094904	0.433711754669644	0.721701716593996	0.828310408300348	0.876170267930376	0.389538829003254	1.14792167824705	0.567204469257378	2.03713934286818	0.0976906838432315	0.979833091776633	1	0.99611130386483	0.95028266455311
"Desulfosporosinus"	1.66933014407847	0.50595422708596	3.32159051750104	0.010326560325959	-0.73309951469373	0.685954932374932	-1.06971776093777	0.349603846504717	-1.73346119862594	0.821699871818929	-2.11729436995696	0.0912146706268968	-1.98798664983855	0.562677753428534	-3.54431467902329	0.00524806276712428	0.486510314085383	0.999772445708464	0.974392781392278	0.387915388348477
"Desulfotomaculum"	-0.798787822600003	0.43717258497552	-1.81534579173557	0.162581161428768	0.306200274675173	0.59270320299569	0.517749005624679	0.452511248329735	-0.368585328977064	0.709994378554927	-0.522615963997121	0.428685951169902	-0.694688560885489	0.486184865756202	-1.43923646269396	0.274393902930881	0.94334221345433	1	0.9942554830229	0.968276784657607
"Desulfovibrio"	0.331487716412317	0.451827246546497	0.749438572750583	0.419392603586295	-4.51690870039971	0.612571477335038	-7.3938441017794	4.86515863684468e-07	3.98241658708839	0.733794423874789	5.44200675705517	0.000220653811185385	7.07311198335825	0.502482490340751	14.1149306090528	4.96667412096069e-27	1	0.000237475917760016	0.0248770968232893	2.72668367336185e-24
"Desulfurispora"	-0.975204670133538	0.436422810738024	-2.22458766020266	0.10737798470185	0.621533859422506	0.591686685475241	1.05651180087124	0.372087499784061	-0.445664841327837	0.708776700429393	-0.637229179657439	0.420586212391809	-0.676519598579574	0.485351032850085	-1.40300866408923	0.287910641252364	0.884327248894417	0.997249287760952	1	0.979925742687973
"Devosia"	10.8324654078079	0.486167218070988	22.3277013558563	1.08450467110328e-54	-3.37148152134551	0.659128402020712	-5.11486980599395	5.68682481850408e-06	-1.47533625897889	0.789564587833011	-1.8707992071815	0.094315974158935	-4.28323215104269	0.540672383805002	-7.93221639415871	3.92364724993585e-13	6.10576236820329e-52	0.0028068206823776	1	2.0165715497915e-10
"Dickeya"	-0.90007979766249	0.574087034694508	-1.55619851779229	0.206755368455925	-0.728183997292156	0.778326994774354	-0.941471738923318	0.405954106497493	1.22177785509738	0.932351619114432	1.31145571010616	0.280597851350475	1.75086659772164	0.638449064483204	2.74425176788617	0.0211115614137821	0.987645809056976	1	1	0.824796533208906
"Dictyostelium"	-1.31915347699463	0.429102435422163	-3.06667178354454	0.0251247383073976	0.687710812864674	0.581761978286468	1.17965941009395	0.302544491137812	-0.270645615909478	0.696887973867401	-0.381375490532217	0.474093669251873	-0.384985045916084	0.477209955818858	-0.810233635689729	0.426299824909616	0.625829042896191	0.998116004759978	1	0.985678847972894
"Dietzia"	-1.20903997358182	0.438808780407809	-2.75660390678717	0.0285572959077408	0.823678157995722	0.594921499171556	1.38955562978247	0.268084614585389	-0.49764836827779	0.71265165762289	-0.695359149561357	0.450066962159396	-0.410128989499584	0.488004498285637	-0.832086194112752	0.40151636400399	0.762473476380771	0.982914880565332	1	0.99801658203635
"Dok59"	-1.10422989957991	0.453053413170304	-2.42912222847427	0.0669306258272276	0.121284137167998	0.614233870884665	0.200997384533425	0.472224759191049	0.105422681211357	0.73578579167779	0.13776411337243	0.495868649952429	-0.0606567077449392	0.503846124923244	-0.123422916292631	0.551575003654469	0.849250213041799	1	1	1
"Dokdonella"	7.00035779799915	0.578525255823847	12.1290381384142	1.9714914917657e-23	-2.79820701556171	0.784344178763852	-3.57100030496975	0.00206739916419462	-1.82740676238265	0.939559555203999	-1.94802210152986	0.0932141755950797	-6.45385459469166	0.6433848633373	-10.0479539703417	8.21075484479451e-17	1.04897182967782e-20	0.401578117173212	0.988516066410892	4.27459022844233e-14
"Dolichospermum"	-1.23243864730337	0.432525939786424	-2.84752983798496	0.0379409604678416	0.522529647645032	0.586403445002137	0.891630230555564	0.361790361827166	-0.180029584491059	0.702447949348754	-0.250487306252651	0.491150564451706	-0.37351130767774	0.481017276009915	-0.776978248874002	0.406790910218002	0.683680309785172	1	1	0.994020040676245
"Dyadobacter"	-0.627507881399377	0.489930776197576	-1.27287564977823	0.291170337333216	1.20151853107278	0.664230901658045	1.81890861499437	0.162066420452235	-1.44157599727322	0.795676830926644	-1.82163387970443	0.155146386962639	0.180235240594502	0.544857881856403	0.333978935044471	0.558503188060644	0.996974350054851	0.972473178755821	0.957165144726074	1
"Dyella"	-0.956739420900681	0.484076069101592	-1.97369114278698	0.113419341784289	-0.0315639312050113	0.656293295852809	-0.0460057593033786	0.549681298745546	0.817869705448094	0.786168437058655	1.04383696775008	0.374836215516691	-0.079849093931765	0.538346792000066	-0.144602586735518	0.559688940801733	0.94878491269054	1	0.996156251255315	1
"Dysgonomonas"	-1.2178012105994	0.436185653972143	-2.79502388964402	0.0314500178157486	0.619000006913645	0.591365156679564	1.05320423202158	0.344177405966013	-0.324562118365783	0.70839154368261	-0.45520590398827	0.444865560312336	-0.425075409829153	0.485087287971413	-0.878230722104081	0.416897505890373	0.744077572407323	0.993427182201099	1	1
"E6"	-1.27233335925415	0.426138617843914	-2.981178922607	0.0289770746866362	0.422322655451922	0.577743738735098	0.728376997984	0.407900407275317	0.00325174079205921	0.692074557171254	0.00970567063473522	0.532100694045019	-0.388469737056758	0.473913858806079	-0.820125345071618	0.393973202152895	0.640317279561153	1	1	1
"Edaphobacter"	-0.0600952127035461	0.445959436984187	-0.113107727327118	0.580434352449432	-0.274629319335672	0.604616107667143	-0.468901585083424	0.507636312876109	-0.519632829163637	0.724264750819228	-0.709718460007852	0.43208416385871	-1.51859098497275	0.495956829074745	-3.07613708908207	0.0251023064308517	1	1	1	0.598686782393627
"Ehrlichia"	-1.19851341397278	0.429598653020468	-2.78154822539218	0.0381381844190271	0.579919985670162	0.582434732640253	0.996143584482293	0.369791265400101	-0.195946205639932	0.697693860872772	-0.282253276596749	0.509753308655112	-0.494167166634487	0.477761805350848	-1.03935179789372	0.375844867818194	0.705239937226427	0.994661889278254	0.997976261501287	1
"Eikenella"	-1.22338539537478	0.432596848621726	-2.82634738426023	0.0404315015132098	0.603283174166801	0.586499580705172	1.03424740573131	0.338720519007412	-0.24126405543169	0.702563109530761	-0.342895226716152	0.486249889945637	-0.4939361600421	0.481096134574603	-1.03015294328263	0.37258894858442	0.694339363699067	1	1	0.994070397148374
"Ellin506"	-0.732599369185705	0.509390939014324	-1.42804232706833	0.262173518455879	-1.12577864694929	0.690614305441129	-1.6360503530099	0.184694288233074	0.977268246016833	0.827281297172917	1.18238722449144	0.28806569431682	1.96471011037383	0.566499761909756	3.48070211588954	0.00710423038046864	0.988107866487677	0.986323574895277	1	0.467684641498701
"Emticicia"	-0.733028950082249	0.5609587632889	-1.30299010303264	0.28610858242647	-1.1940205202413	0.760528146494937	-1.57566413918928	0.19982749501944	5.69141819875782	0.911030522553342	6.26596896451402	2.36212494488482e-07	2.16492592548067	0.623848956676116	3.48523391910703	0.00910868035704717	0.989499233971828	0.98739461909417	0.000121010092427686	0.437136775970059
"Enhydrobacter"	-1.38402483410238	0.453821699477619	-3.04721988266172	0.0282696734445852	0.835462580831821	0.615275486417783	1.35601129461768	0.276199729768929	0.0903454750621991	0.737033534509937	0.129868633701991	0.566279624573275	-0.0722609652950599	0.50470054532384	-0.140362361755352	0.498311874701537	0.610419857767315	0.981630178054666	1	1
"Enterobacter"	-1.2492179603879	0.427550072926185	-2.91549668341317	0.0315062863170911	0.556530100619495	0.579657339854878	0.961089366325491	0.3818887239776	-0.0899316469479499	0.694366844493093	-0.125889194584625	0.511767268378045	-0.442729796293463	0.475483554901576	-0.934824971866335	0.381030630461192	0.670319111227488	0.992665395427562	1	0.987499539304644
"Enterococcus"	-1.02704343080626	0.440779208950736	-2.32684217184843	0.0763556804424633	1.03702616484442	0.597592936834401	1.74424624998871	0.197946008766742	-0.703971823227118	0.715851751217277	-0.984381694105567	0.384549414344161	-0.728367165441037	0.490195835458983	-1.48862838688349	0.243852407271043	0.863397071647998	0.963876262201264	0.997017107856518	0.984967746132636
"Epulopiscium"	-0.836039776560243	0.480702777858525	-1.72650516224905	0.175261244399229	-0.0775544988831524	0.65171990631944	-0.121469985478252	0.577588587592898	0.20456059034525	0.780690010683999	0.261947301167031	0.566865109627062	0.440997315913393	0.53459531442226	0.82504934364264	0.449845290566834	0.959035519252178	1	1	1
"Erwinia"	-0.636751749364304	0.528872912182442	-1.19460058837451	0.324051457539168	1.247207138129	0.717027278930915	1.73767299362345	0.157942058356609	0.277141245382381	0.85892118473196	0.32296896758536	0.566751619346323	-0.613234416077433	0.58816589751599	-1.04487923002269	0.358923905138647	1	0.987960936167119	1	1
"Erythrobacter"	-0.716341510181237	0.434134765638091	-1.64029600047313	0.200306138490871	0.222571171659624	0.588584634463957	0.381570163674653	0.496431830927467	-0.429855352377044	0.705060778583738	-0.614688396189246	0.45158849795166	-0.955183957958933	0.48280647050106	-1.98601111946778	0.126209460223429	0.963975876637621	0.991927896463287	0.993468757067437	0.940675597010964
"Ethanoligenens"	-1.15841287802108	0.471318277589794	-2.45004058818571	0.0709477668187905	0.453674694650968	0.638996731173171	0.715175702993487	0.474776796614231	-0.154160097958748	0.765449021963907	-0.208069494473447	0.499140554969635	-0.094499242060556	0.524158699318417	-0.181817577815175	0.508424521207718	0.831086179616189	0.998853682877166	1	1
"Euzebya"	-1.23253793110647	0.430578658776189	-2.86997460086346	0.0301480594483843	0.676782134688745	0.583763389949364	1.16063716352735	0.313709586980682	-0.290187276092601	0.699285448729438	-0.407672374152503	0.488997658432998	-0.46557530186722	0.478851681484807	-0.959186048588813	0.342983086790317	0.700594003194852	0.993096165720663	1	1
"Exiguobacterium"	0.484808200728705	0.664773909260861	0.735410068069595	0.470881566666612	0.656848272172465	0.901277067291265	0.730993382128821	0.465556304368983	-1.60984956877438	1.07963251769693	-1.49420436892647	0.195260991592	1.25715210261586	0.739303023427956	1.70335762828603	0.151090910243599	1	1	1	0.988156193432273
"FFCH10602"	-1.12786962645889	0.44272985912418	-2.54438771091661	0.0634618161040311	0.477179700752671	0.600237559680066	0.800699231048424	0.404192943223254	-0.243919187572715	0.719019723558796	-0.341201736182809	0.518747331221063	-0.246051364666817	0.492365176870834	-0.497095655672838	0.482090126657777	0.799440169137512	1	1	1
"Facklamia"	-1.18898423647016	0.429109860694701	-2.76946670766748	0.0498551024223353	0.540417965548319	0.581772045209618	0.935688718540547	0.321513877436511	-0.253743304037238	0.696900032953314	-0.363372036685691	0.474990265720059	-0.523252941177605	0.477218213553345	-1.09643252878189	0.35957036557594	0.708543090648629	1	1	0.987806548847536
"Fibrobacter"	-0.565337615687763	0.541508414941022	-1.03496414782964	0.357990210751395	-1.52569091699865	0.734158048823292	-2.08392783917505	0.0971444556289497	1.22548979482969	0.879441995590467	1.39792823377578	0.252566380695396	2.48995831303183	0.602217991411097	4.14686010081429	0.000879943368666345	1	0.949882642694041	0.988438823498871	0.138672026263384
"Fimbriimonas"	0.739669220047783	0.5238638459883	1.42541550671608	0.243102219617143	0.282655586988482	0.71023616329531	0.404646581894755	0.60932919888882	0.614443117935042	0.850786162175939	0.722940750635457	0.46928306811562	4.85350341093818	0.582595255030942	8.34681094527594	6.76889176604487e-12	0.990888275894311	1	1	3.42702707999091e-09
"Finegoldia"	-1.12811918338541	0.441051209653142	-2.56300022901392	0.0644538517026692	1.02272166122607	0.597961705812772	1.7242383451243	0.214228901384508	-0.361190563013775	0.716293496597267	-0.504111525412491	0.448389490456193	-0.60749559803789	0.49049833069663	-1.23780102428227	0.328491858237564	0.780663735888508	0.951923520500846	1	0.972922614358891
"Flavihumibacter"	-1.16038191982605	0.46751999098911	-2.47700393542029	0.0679491900982005	-0.0436240125419774	0.633847147893042	-0.0689481303648105	0.55262862180214	0.330959798837935	0.759280377754945	0.437532261795748	0.479897068589511	0.375604577482362	0.51993457931519	0.726178744885706	0.439104003444741	0.823772249840777	1	0.995147379673833	1
"Flavisolibacter"	0.643788441600876	0.487380767866383	1.3440191815423	0.271506330998464	-4.28641126269689	0.660773690118468	-6.51273724394858	2.99483688746233e-06	3.16005531989711	0.791535465153407	4.00840870914407	0.00169305729700745	7.21158710661293	0.542021987061565	13.3369894934784	1.53916753502288e-25	0.982075295902818	0.00142946220057837	0.258885565498092	8.40501536083394e-23
