"(Intercept) Estimate"	"(Intercept) Std. Error"	"(Intercept) t value"	"(Intercept) Pr(>|t|)"	"model.TISSUEleaf_like Estimate"	"model.TISSUEleaf_like Std. Error"	"model.TISSUEleaf_like t value"	"model.TISSUEleaf_like Pr(>|t|)"	"model.HOSTduckweed Estimate"	"model.HOSTduckweed Std. Error"	"model.HOSTduckweed t value"	"model.HOSTduckweed Pr(>|t|)"	"model.HOSTrice Estimate"	"model.HOSTrice Std. Error"	"model.HOSTrice t value"	"model.HOSTrice Pr(>|t|)"	"(Intercept) Pr(>|t|).BH"	"model.TISSUEleaf_like Pr(>|t|).BH"	"model.HOSTduckweed Pr(>|t|).BH"	"model.HOSTrice Pr(>|t|).BH"
"Flavobacterium"	7.10518925874572	0.625186343532164	11.3849864859257	1.07197100961345e-18	-0.402645758683545	0.847605639089714	-0.475987193628552	0.618043855678275	-0.596179697903714	1.01533994745348	-0.585288135676414	0.570022308025574	-3.19835694125284	0.695277217622913	-4.60369946220552	2.98795742978608e-05	5.64930886337161e-16	1	1	0.013293808616855
"Flectobacillus"	-0.986613914937296	0.547504242545592	-1.79555325730292	0.166698260329133	-0.0433871548816493	0.742286980846872	-0.0591971421594989	0.564099136466709	5.91973448909696	0.88917957758973	6.67699682139296	2.52569790159585e-07	0.447821116205376	0.608886023074583	0.740281870521164	0.490117804877012	0.959772929016954	1	0.000128012078219207	0.993845088860752
"Fluviicola"	-0.308345582656209	0.592101878278283	-0.513827247759657	0.547365772400775	-1.73682430945456	0.802750885614097	-2.16334175371246	0.0681874458606523	4.56534455689358	0.961608800636332	4.75928488200076	5.16974590803164e-05	3.26246103388523	0.65848358771363	4.96710726140371	4.02507155199967e-05	1	0.965312853375878	0.0248121199945079	0.0176200593606688
"Frankia"	-1.05410652569519	0.466207200847713	-2.26412074296324	0.0744776169185906	-0.143324477312806	0.632067313227264	-0.222223445453549	0.512383084544676	0.331637292997187	0.757148328187687	0.441030401415288	0.496485371922312	0.412361920599333	0.518474609681695	0.804313755840125	0.434657160632379	0.905903956225581	1	1	0.988924456643915
"Friedmanniella"	0.0104182833736356	0.455498115819316	0.0369255745935414	0.56913271684572	3.86946544883938	0.617548312686918	6.29489930717079	7.6267235262225e-07	-4.7950641485568	0.73975613473609	-6.5102458467908	9.58960820741736e-08	-2.0804547634154	0.506564908008168	-4.11904857625908	0.00179467063588392	1	0.00037600795939362	4.95446028098529e-05	0.217247392867193
"Fusibacter"	-0.347049708501754	0.540804449303387	-0.637253935607308	0.501889236389592	-2.07278511201186	0.733203636990152	-2.83471871539457	0.0211234471319714	2.09179674462107	0.878298713366023	2.39673766213744	0.0530712802346527	3.31167397668353	0.601435102797324	5.52336378154694	5.22891373552566e-06	1	0.755828048337842	0.895923740242945	0.00237453224604139
"Fusobacterium"	-0.7727975570829	0.51279121789442	-1.49613573625375	0.234952384650766	0.324272994818621	0.695224283862865	0.466500127524538	0.514206164326269	0.599491543234435	0.832803553081353	0.719965492254559	0.495557190700103	0.519176007094937	0.570281252761809	0.909917942236157	0.408776320357692	0.983167200056549	1	1	1
"G07"	-0.876944196982513	0.514718645247412	-1.69707012070117	0.168083248686214	-0.546582784819568	0.697837422025964	-0.788172760914058	0.475491114637697	0.535963000080119	0.835933810175983	0.643328074610011	0.478361957378565	1.12901543125169	0.572424767797002	1.97507755344614	0.117800847391841	0.965491944567097	1	1	0.938814442325613
"GBI-58"	-1.16280103768296	0.439087757294637	-2.63847785354492	0.0462438217547351	0.198659833437277	0.595299726215216	0.332634601434694	0.473045540066338	0.116617306523011	0.71310473274288	0.168580305863166	0.524589862728159	-0.187916261976761	0.4883147518215	-0.385937430886389	0.484895477057289	0.788135556831008	1	1	1
"GOUTA19"	-0.228141227592698	0.521750232963054	-0.429394022535156	0.567602120788165	-2.88209822681053	0.707370601151181	-4.08810789310957	0.00138141087014106	2.35232748755812	0.847353528433707	2.78835180236189	0.0344164143591154	4.56583762003849	0.580244680680545	7.89754502056125	5.27908124703569e-09	1	0.209222611225113	0.742954277860688	2.53416245337368e-06
"Gallionella"	-0.0441119948227015	0.561654648848513	-0.0626396640501697	0.575068608253346	-2.42126695257268	0.761471603642698	-3.18772269609434	0.0105295639734261	1.70234526029785	0.91216068224867	1.86575104016097	0.134629620311488	3.34539052977827	0.624622859338381	5.36306220192609	4.40637144710258e-05	1	0.621737838563708	0.977569864792466	0.0102748804195964
"Gemella"	-0.893256167745549	0.43738355211895	-2.02756276552852	0.124277325388339	1.19602102154801	0.592989224823076	2.01485941202639	0.146681096130418	-1.04753232401608	0.710337001791249	-1.47198784855693	0.23197240022855	-0.894907886607767	0.486419484842193	-1.85231795791353	0.159822935555972	0.930327657084802	0.923195071957428	0.995233670553821	0.954732741583062
"Gemmata"	0.643975416089979	0.553682133376119	1.18057078800892	0.302421357097673	-3.27007410047418	0.750662747783897	-4.36424328480647	0.000256841935377732	5.44027656497209	0.899212841137687	6.06114020377505	8.79210987329502e-07	6.4933481658918	0.615756529431391	10.5610424722162	1.35328955957177e-18	0.991410232319529	0.0827040655827757	0.000444380974584695	7.17781265096351e-16
"Gemmatimonas"	0.533153654880448	0.619599103812019	0.869332853999295	0.424165650207165	-0.345101699264752	0.840030656138253	-0.409262030288302	0.609530218017832	1.96844977533846	1.00626593657248	1.95853770413304	0.0897864959664058	3.41332278574052	0.689063581437472	4.96386257537869	2.28579042957578e-05	1	1	0.987114018421007	0.0100916149180176
"Geobacillus"	-1.04027475555874	0.437563063700867	-2.37525111340239	0.0750949737349465	1.20737265733125	0.593232600307344	2.04557704841382	0.125379567150037	-0.962350494937807	0.710628539317678	-1.35973208717698	0.251599349162982	-0.688113534227732	0.486619121821628	-1.41649254243536	0.247954222814738	0.83045893243335	0.932928242167727	0.993624937234566	0.992956189451526
"Geobacter"	5.01480292020633	0.437630566865376	11.5138969066459	1.41419293416352e-17	-6.931551600035	0.593324118721791	-11.7145197186057	1.72126293973113e-20	1.80459714787318	0.710738168486987	2.54484727989787	0.0653489564312716	4.40845674547277	0.486694192899053	9.07554340361362	1.77518536053461e-13	7.45294017284551e-15	9.58987942165787e-18	0.789555379067654	9.06982840599768e-11
"Geodermatophilus"	1.8057532569964	0.621448508570781	2.91859058813219	0.0170218468278528	1.86031655744336	0.842538014014354	2.21306043129784	0.0588867369907209	-4.52266778440535	1.00926948031589	-4.49032567969852	0.000250204699022369	0.358642524283249	0.691120326611504	0.519472630383931	0.576013237008747	0.712471475028639	0.96954011363741	0.0545324312995113	1
"Georgenia"	-1.27749288754479	0.432824450657881	-2.9516969993666	0.0248664070246246	0.767305701742151	0.586808155534596	1.32187734420771	0.286410772798412	-0.399082781532784	0.702932748826023	-0.577552168239427	0.448849160084365	-0.403350151670288	0.481349253523954	-0.838920190188366	0.401010552875287	0.652688177643222	0.991634857386375	0.996053540379302	1
"Geosporobacter_Thermotalea"	-1.2471132124267	0.429806132495687	-2.8889266221295	0.0365304329046229	0.421804764863702	0.582716026009838	0.714126587353355	0.428759922729708	-0.106777313985671	0.698030819927694	-0.146510696468746	0.477631109782803	-0.387595265878602	0.477992545759265	-0.823135901319067	0.41413704304965	0.671040886282293	0.993277460184368	0.99725833630217	0.999019131424778
"Geothrix"	1.17267713508262	0.399723985200716	2.96629248901789	0.0383993612710857	-5.3389753297619	0.541931709546546	-9.88021909438	9.38575425046813e-13	4.02743752292416	0.64917561672348	6.21984098242648	7.11759826126839e-06	7.43042514757175	0.444537829597038	16.7645691548277	1.56279479554796e-35	0.673354232015751	5.03189234745818e-10	0.00345994153731912	8.7672946521655e-33
"Gillisia"	-1.19282535917314	0.434995150825377	-2.73880836428308	0.0401103909053962	0.623442112210964	0.589751114416819	1.05912195803121	0.313427393459889	-0.33971368429971	0.706458095495546	-0.480850360184196	0.488759643456048	-0.506265217263144	0.483763315168716	-1.04689480988887	0.345298171416004	0.741255102512895	0.998592127742537	0.996962883529386	0.993478802164432
"Glaciecola"	-1.20544195265446	0.436192353576742	-2.75901438094479	0.0474084884184376	0.406362588839945	0.591374239767665	0.696245820443164	0.381695962139171	0.0930790948782432	0.708402424240466	0.127147672068968	0.501167127719511	-0.182776943022781	0.485094738681899	-0.376983850958425	0.458791462004358	0.709400719997864	1	1	1
"Glycomyces"	0.565818149205615	0.459028967532598	1.25979767321292	0.309456478013099	-0.394836396385595	0.62233531715995	-0.644389683554087	0.478020764218298	-0.888360126979417	0.745490448721222	-1.19634431200008	0.321197091039644	-2.17282882164709	0.510491610471277	-4.2773092635355	0.00123859733879429	0.998418802854074	1	0.998560588903216	0.186602910060817
"Gordonia"	-1.03288397948932	0.495453386357486	-2.08305697528856	0.0910333604999994	0.876223774955458	0.671718262126585	1.30876163734264	0.257368480548336	1.86954887432409	0.804645879543236	2.33330982444349	0.0557206204596271	-0.73412192655809	0.550999642734136	-1.33143021403835	0.265584224926419	0.931654115678139	0.997503060001553	0.9161774093147	0.987707568519671
"Gracilibacillus"	-1.15213725853688	0.431433166489107	-2.65312271916607	0.0503385027098448	0.370039291252429	0.584921901429353	0.640790520317394	0.454563767615618	-0.113782040401313	0.700673220271968	-0.169792976329205	0.485350679342769	-0.52928081086447	0.47980198974285	-1.11857603959806	0.312761194689056	0.761432708584291	1	1	0.98361090428609
"Gracilibacter"	1.32531030795223	0.501334608270486	2.67038443074178	0.0330208207001077	-1.01453349701207	0.679691815787456	-1.49964734334406	0.243953714152205	-1.22551661309334	0.814197335057077	-1.51200818560831	0.231971827898658	-2.08437250383744	0.557540220035923	-3.75093808473077	0.00174133090734599	0.814442964563916	0.985460820575782	0.983077591930402	0.315993193059435
"Gramella"	-1.25278664822758	0.428629814347291	-2.92468553607178	0.0334431536418195	0.449616269204555	0.581121215268596	0.793801979100805	0.40397540223014	-0.0862358684794863	0.696120409024871	-0.134417576069517	0.475629311315992	-0.450381980953401	0.476684348263085	-0.94689804586807	0.374700731562258	0.66073174554751	0.994529399744043	1	0.99567924484014
"Granulicatella"	-0.857055220175275	0.4498988529687	-1.89648134675337	0.155102841163382	1.42818175183095	0.60995702919836	2.34658259348744	0.0734163546331602	-1.13813271679318	0.73066259757339	-1.56011798164319	0.224787721227826	-0.959073728989906	0.500337900755385	-1.92407538370016	0.155844455777962	0.924545705043713	0.875472239844149	0.977165029918289	0.954618609862261
"HB118"	-1.26313280848246	0.430364608003922	-2.92535603839634	0.0394533566116107	0.494605743648029	0.583473187446538	0.848548124584185	0.387740192986083	0.125763673882452	0.698937817495782	0.179655668049285	0.499914170132703	-0.419748033403346	0.478613633058266	-0.886112871071013	0.370472401732307	0.660609616814164	0.995064879481313	1	0.984122235557277
"HTCC"	-1.18586513395085	0.434802052991868	-2.72804781681145	0.033456665400732	0.61148706432042	0.589489319170854	1.0367969089547	0.351064045932426	-0.256683177804273	0.706144493085388	-0.353220352412834	0.52060494194344	-0.496733034594765	0.483548568756226	-1.02225688122137	0.369544406357451	0.773083080714519	1	1	0.996594629240034
"Haemophilus"	-0.862674868350366	0.462126953369041	-1.86755431450066	0.16512018074578	1.21960974245369	0.62653545731329	1.9587970410572	0.124486984649435	-0.251054858475342	0.750521762678935	-0.334143529199918	0.528443075623288	-0.821047447373222	0.513936917610309	-1.59527895555343	0.258349312519829	0.923310510957158	0.954127241382011	1	0.929513824293312
"Haererehalobacter"	-1.18377904098967	0.441812700618539	-2.66980824766736	0.05374219311527	0.358214807885414	0.5989941084605	0.593781831295207	0.493403106420489	-0.113051723257477	0.717530203388437	-0.155884787244733	0.507273955460868	-0.340329814981584	0.491345193916122	-0.699323195596051	0.435638389467993	0.759772642202606	1	1	0.98656588799267
"Haliangium"	-1.00007530209947	0.487187739878294	-2.05264924847836	0.106282014473589	-0.197431614024221	0.660511989566466	-0.299778754267798	0.554554545905985	0.28086951536712	0.791221976176383	0.364230612115581	0.538151607892903	0.590092916371614	0.541807318325002	1.10432659460293	0.354391913237602	0.941212729842366	1	1	0.9898973240581
"Haliscomenobacter"	-0.730450948230812	0.509237347553469	-1.42439948921799	0.262812823746968	-1.24124328988062	0.690406071544655	-1.80265749775818	0.161393700709443	2.01529969756115	0.827031855470605	2.44935785676479	0.0483405620709827	2.24709250829254	0.566328951007281	3.98487599752688	0.00133731702875568	1	0.982054222926892	0.892932017224634	0.252182715022677
"Halomonas"	-0.903197485424044	0.486578681737779	-1.84252456190592	0.136736002398544	0.272617619340654	0.659686249977343	0.409346583850888	0.496147682490025	0.450923868921486	0.790232829393533	0.571198898399533	0.501636855719989	0.344348677476124	0.541129977475048	0.634321315451131	0.499890345980879	0.970493625184262	1	1	1
"Halorhodospira"	-1.26621219068944	0.428110698938069	-2.96348356706924	0.0275937762857249	0.414819981766005	0.580417416868731	0.71993928287099	0.445519829638585	-5.81124791757346e-05	0.695277334607498	0.0065182555635066	0.535459984077907	-0.394659646137932	0.47610703380143	-0.821668434718429	0.420966261433666	0.657001760095204	1	1	0.998719178256747
"Herbaspirillum"	-0.838201438130836	0.610054112381503	-1.3655677262724	0.24484897375318	-0.801328613309233	0.827089892723847	-0.97345619516072	0.381521731548154	3.67323014158192	0.990764300623831	3.71454367508015	0.00184934897641696	1.46175580279239	0.678448482191144	2.15818605144693	0.0718356919721208	0.992952453060502	1	0.332545015048803	0.972959817717056
"Herminiimonas"	-0.827590939007369	0.433036985297572	-1.90285021423538	0.150904663957449	0.278971521628523	0.587096302518238	0.470504898035398	0.456066616093536	-0.351272820753223	0.703277917769854	-0.494240860390344	0.457626927950272	-0.788387840794529	0.481585615841303	-1.64060338675891	0.219358105584644	0.92739227299784	1	1	0.965160677981445
"Hydrogenophaga"	3.78563466264947	0.591789764606667	6.41365242632046	7.99917939829158e-08	-6.83369899322711	0.802327732883978	-8.53001566732823	1.05440276547384e-12	6.22852728558155	0.961101909399476	6.49690605011086	5.07628405467636e-07	4.68670707564448	0.658136482362676	7.13320354248907	3.56806924236723e-09	4.09141811103015e-05	5.73780142644026e-10	0.000255934957272155	1.72077147183726e-06
"Hydrogenophilus"	-1.27757338792393	0.441162136260305	-2.89867795462934	0.0302811411184902	0.541991616228362	0.59811209620234	0.916602303497222	0.410627174848838	0.27032355311906	0.716473648029962	0.380154147079022	0.502399514071607	-0.445108637371244	0.490621693504514	-0.905085807431375	0.392346185582611	0.655547623750761	0.992289619832405	1	0.991587036518765
"Hymenobacter"	0.18975844895639	0.547239572285396	0.355220639821181	0.538199392336566	4.14963301645662	0.741928150224031	5.60608302969873	5.10380454075486e-06	-4.22847280340607	0.888749737285539	-4.76608246523839	4.73371700602707e-05	0.0464459893408502	0.608591680109481	0.0806068825284874	0.597699979458173	1	0.00247225121259789	0.0226036874567489	1
"Hyphomicrobium"	6.66820425328738	0.598675940841444	11.1622778356191	3.65777690677291e-20	-1.65960308316717	0.811663768241669	-2.04981565765898	0.0645772420527336	-1.16987353162898	0.972285470730761	-1.19937166534423	0.265193407446622	-3.93518813894359	0.665794681397425	-5.91557016604723	6.68372437643119e-08	1.93941829773845e-17	0.99156812834995	1	3.19808813884812e-05
"Hyphomonas"	-0.935594255132624	0.475587616458117	-1.96364694971084	0.139954100576162	-0.261422182878969	0.644784950537546	-0.412717089772314	0.507173328880695	0.294378433483307	0.772382683178791	0.387220179215497	0.51143546956118	0.857079176116581	0.52890668218811	1.63235788853298	0.224079023465019	0.956144485999672	1	1	0.963519880611885
"Iamia"	1.99077640736098	0.536839490218222	3.73166138452862	0.00323223819024813	-0.152392662204113	0.727828085022144	-0.212013284306753	0.596959232204159	-2.5994256364872	0.871859383091401	-2.9901779242715	0.0188670570122681	-1.43962572876259	0.597025624328636	-2.41874365105385	0.043808717057045	0.31603248464726	1	0.671955743493909	0.917809689936282
"Idiomarina"	-1.23716603389485	0.429679581119357	-2.88527692461296	0.0335014439286306	0.469315211457788	0.582544452108199	0.809040528368546	0.3862422130026	-0.206015507525659	0.697825292937026	-0.288720280136012	0.469493875829443	-0.451261193333379	0.477851806458526	-0.941508440221029	0.349715133498569	0.678477301049286	0.994747642862032	1	0.99311591025155
"Ignatzschineria"	-1.21413751842742	0.425906527505577	-2.84856231357352	0.0299684020491925	0.607453302843661	0.577429078823556	1.05694954313776	0.336654859380935	-0.251230688633896	0.691697628605284	-0.368649764003663	0.483745004666274	-0.452615274288307	0.473655748362135	-0.954668446789791	0.362238777027534	0.721133312211499	0.982672413250453	1	0.993088245586538
"Inquilinus"	-1.09830745293947	0.460282123990883	-2.3800754652274	0.056935020889812	0.539058545580619	0.624034302577166	0.86534327900568	0.403838817857942	-0.151604551850344	0.74752564962679	-0.199050427267171	0.55386059850543	0.0184733773556544	0.511885260771825	0.0356862623862927	0.571770997483944	0.890755869705993	1	1	1
