Genus	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AW1	AW2	AW3	AW4	AW5	AW6	AW7	AW8	AW9	DS1	DS2	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DW1	DW2	DW3	DW4	DW5	DW6	DW7	DW8	DW9	RS1	RS2	RS3	RS4	RS5	RS6	RS7	RS8	RS9	RW1	RW3	RW4	RW7	RW9	SL1	SL2	SL3	SL4	SL5	SL6	SL7
4-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	15	6	15	0	0	0	0	78	70	49	1187	135	2023	854	1875	1940	2686
A17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	44	0	0	0	45	161	70	124	15	91
A55_D21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
Acetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Achromobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisoma	43	36	13	0	19	0	0	0	0	67	607	458	28	33	61	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Acidovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	91	108	173	0	137	0	0	0	130	0	0	139	0	0	0	0	61	0	80	0	0	0	0	0	0	0	86	322	0	0	0	0	0	0	0	0	0	0
Acinetobacter	23	78	34	141	105	72	36	11	30	149	205	322	50	183	432	588	112	144	17693	1003	5603	1828	474	697	158	405	503	1340	1583	704	1187	5694	25968	1495	237	1299	6332	922	7810	8953	2489	1096	3319	9953	1593	813	1003	26	1352	769	19	45	0	15	59	0	0
Actinoallomurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Actinomadura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Actinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetospora	0	0	73	10	0	0	0	0	0	7	0	70	0	0	0	0	0	0	0	9	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	60	43	28	0	0	0	0	0	0	0
Adhaeribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0
Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrobacterium	174	147	132	94	0	74	109	486	0	463	501	633	0	0	23	355	131	20	1469	3169	1586	2444	1559	1082	1280	996	5297	2890	863	4165	1073	1895	3649	1654	2455	892	220	99	571	1189	119	201	98	339	60	3463	382	113	0	85	21	0	0	0	0	0	0
Akkermansia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
Anabaena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	36	79	9	0	0	67	27	0	0	219	310	20	118	1577	868	715	372	485	539	794
Anaeromusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	436	22	57	0	55	255	187	1345	69	92	12	390	228	0	0	8	0	0	0	0
Anaeromyxobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	36	44	89	0	556	0	0	0	0	0	0	0	195	739	598	253	697	749	1003	893	469	755	1417	1870	1809	1957	3929	2904	2985	3461	6068	3781	3342
Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	66	0	22	148	103	176	109	22	0	457	52	0	0	0	0	0	0	0
Anaerovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	54	93	40	0	0	0	0	56	0	0	14	54	180	0	0	0	0	0	0	0
Anoxybacillus	0	310	0	0	607	226	368	0	0	86	139	0	0	0	19	918	0	16	118	133	146	222	136	74	32	52	459	49	168	111	0	0	60	0	103	65	0	0	0	27	28	0	0	0	0	0	47	141	36	161	0	33	38	0	0	0	0
Aphanizomenon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Aquicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	15	77	28	19	0	20	20
Aquitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055	0	7152	148	0	684	238	0	0	41	65	13926	21	196	41	265	48	7089	20702	979	328	21605	2833	2314	6710	14412	15483	21965	12226	10910	28262	10129	186	8896	8425	20	12	0	153	0	0	0
Asteroleplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	22	13	0	0	52	18	0	0	111	0	16	0	0	0	5	0	0	0	0	0
Asticcacaulis	0	14	0	0	15	0	0	0	0	0	0	732	14	10	20	29	0	0	162	444	171	198	292	323	260	404	475	531	383	331	93	154	281	359	272	93	63	15	115	27	24	64	0	24	9	33	299	288	11	195	0	0	0	0	0	0	0
Azorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
Azospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	277	66	413	35	112	143	526	67	580	1477	53	170	40	0	46	0	0	62	0	0
Azospirillum	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	107	4	0	738	519	1260	548	158	223	0	34	1912	595	282	2753	357	476	533	649	808	1048	2959	580	4603	2404	3198	4546	2808	874	2172	5735	4946	307	3505	1730	0	16	0	0	117	16	0
Bacillus	0	0	28	0	0	0	0	0	0	30	39	25	0	15	0	0	0	0	0	0	0	0	0	0	0	0	29	0	26	0	0	0	0	0	0	0	16	118	21	127	66	18	0	205	83	163	77	19	101	0	171	13	185	33	0	72	126
Bacteriovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	23	10	0	0	0	0	0	31	0	0	0	4	0	0	30	0	97	120	146	25	212	3344	264	1304	50	9	59	2092	967	0	0	0	0	0	0	6
Balneimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	8	0
Bdellovibrio	6	0	7	7	0	0	0	0	6	0	0	35	11	4	182	0	0	0	0	13	8	0	89	81	304	224	79	0	321	56	0	10	18	0	0	18	0	0	18	0	0	0	0	0	0	13	243	21	0	26	564	370	240	608	179	374	202
BHB21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Blastomonas	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	83	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blvii28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	6	6	5	11	5	4	12	0	0	0	6	0	6	7	0	602	147	377	0	21	1422	76	2277	39	107	456	2392	1613	395	640	211	83	273	203	131
Bosea	52	0	26	0	0	0	0	0	0	38	7	208	0	0	0	0	0	0	0	22	0	19	31	0	0	0	0	0	0	0	16	21	0	0	0	0	0	28	0	0	0	0	0	0	0	23	32	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	609	271	632	921	1344	805	324	865	500	847	1522	704	311	247	205	87	65	948	111	31	2675	6403	700	7326	1387	243	1185	313	4191	995	0	738	328	269	288	0	0	0	0
Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSV43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	12	21	0	5	0	0	0	0	0	0	0
Burkholderia	258	10	70	84	369	32	1612	1592	0	1031	80	324	155	1929	495	906	4546	618	0	9	19	0	0	0	9	0	300	0	382	0	127	0	0	0	0	0	50	94	209	4984	288	1019	1120	1341	3659	437	102	47	473	34	0	0	0	0	0	0	38
C1_B004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	28	0	0	0	0	0	0
Caldilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	14	0
Caloramator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	15	197	0	130	0	124	1058	55	1026	114	0	83	2565	1022	16	23	68	0	14	0	0
Candidatus Amoebophilus	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	195	9	37	791	750	43	93	0	9	13	6	31	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aquiluna	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Azobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	38	0	12	595	16	109	0	0	0	204	107	0	0	0	0	0	0	0
Candidatus Brocadia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Candidatus Koribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	0	461	0	0	0	0	0	0	0	0	360	441	0	52	0	463	0	314	0	52	269	794	385	1704	336	2519	2491	3237	2605	4824
Candidatus Phytoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	24	13	0	0	42	23	0	5	125	27	6	0	0	0	0	0	0	0	0	0
Candidatus Portiera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Candidatus Protochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
Candidatus Rhabdochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	21	10	0	0	452	1038	968	406	541	643	275
Candidatus Rhodoluna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	50	36	66	0	40	0
Candidatus Solibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	24	445	0	0	0	47	59	21	0	0	172	78	274	2643	1535	1835	594	1510	1076	2746
Candidatus Xiphinematobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	77	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	54	16	0	12	48	48	129	0	0	0	40
Caulobacter	0	0	0	0	0	45	0	0	24	0	0	0	0	0	4	0	0	0	308	1684	871	1358	1171	1323	98	225	6561	1903	588	1987	902	353	648	1082	1898	611	0	0	24	57	36	0	0	86	0	0	505	28	92	35	0	0	0	8	0	0	0
Cellulomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	34	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
Cellvibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	17	15	14	0	0	0	180	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	10	0	0	55	0	0	0
Chitinophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	42	294	0	0	0	0	0	0	0	0	0	0
Chromobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	597	0	0	0	0	139	3138	0	0	442	0	76	0	570	0	1263	3026	1528	485	73	175	1195	196	578	2155	1652	40	2268	525	0	0	0	39	51	0	0
Chryseobacterium	14	376	450	0	0	67	16	571	17	549	1762	1061	164	143	63	136	266	167	305	152	273	4566	42	70	12	16	41	808	41	2458	3739	191	753	481	0	462	180	13	16	52	14	23	8	0	14	1928	666	0	7	25	0	6	5	0	0	0	0
Chthoniobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	37	62	155	37	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	26	113	76	59	78	89
Clavibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	31	0	0	0	0
Cloacibacterium	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	239	0	0	0	0	0	115	0	0	0	0	0	0	15	0	0	0	0	28	27	98	388	1292	287	1051	47	266	3176	681	6596	831	1743	760	9695	4585	568	633	208	246	789	376	390
Cohnella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	158
Comamonas	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	116	0	6827	15568	0	24	0	16	227	23612	0	0	27143	2034	42	63	37	2389	42	0	545	1265	338	23	19	0	0	692	207	0	35	0	0	0	0	0	0	0	0
Congregibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	356	0	150	0	0	185	0	303	0	0	0	180	170	13	18	0	0	0	0	0
Coprothermobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Corynebacterium	0	0	0	0	0	5	0	0	0	3	0	3	0	0	12	23	0	0	0	0	40	33	0	0	0	8	0	0	50	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Crenothrix	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	150	32	11	431	6	0	0	0	0	0	0	0	0	0	43	458	188	21	0	31	0	900	69	16	0	2278	2175	1841	2162	2761	2296	992
Cupriavidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	22	0	0	0	0	16	85	0	0	0	0	29	0	30	0	0	37	0	0	0	0	0	0	0	9	11	0	0	0	56	0	0	0	0	0	0
Curtobacterium	0	36	252	11	0	0	15	0	0	29	160	489	19	28	93	62	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DA101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	13	0	0	0	0	21	25	0	96	64	36	8	1280	773	1018	392	383	528	779
Dactylosporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	24	0	0	0	0	0	0
DCE29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	22	0	0	0	0	80	0	41	40	0	16	0	0	0	0	0	0	0
Dechloromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	25	0	0	0	98	0	0	0	0	0	13	155	29	0	0	0	0	0	84	3080	1264	1157	2558	5951	1201	1325	4331	3103	3495	6955	1992	3730	3278	448	1056	527	599	1101	928	195
Dehalobacter_Syntrophobotulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	8	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0
Deinococcus	0	0	12	0	0	3	0	61	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	60	0	0	0	0	69	2186	0	0	161	0	0	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	38	0	152	122	29	90	476	1018	245	354	610	574	409
Desulfobulbus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	26	0	45	35	0	201	232	759	198	74	140	176	64
Desulfococcus	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	10	29	247	415	215	305	319	303	179
Desulfomonile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	41	208	32	0	98	69	64	190	0	95	106	37	28	100	387	608	63	119	345	154
Desulfosporosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6
Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	15	25	0
Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	96	0	0	0	0	0	0	17	0	0	0	3	0	0	14	27	383	144	133	0	85	837	315	1778	0	151	258	1627	2396	98	248	149	94	51	87	26
Desulfurispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0
Devosia	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	96	0	0	16	31	28	36	308	364	138	153	16	14	264	0	0	0	0	0	0	59	56	24	110	0	0	34	72	114	122	305	549	93	45	448	0	0	0	0	0	0	0
Dickeya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	367	0	0	0	0	212	0	0	0	0	0	0	0	0	81	20	94	0	95	0	102	85	4266	37	17	0	13	41	29	0	0	0	0	0	0	0
Dictyostelium	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Dok59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	37	0	65	65	74	0
Dokdonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	45
